index,address_original,address,price,type,pType,pWidth,pLength,pArea,pLandArea,pNumberOfFloors,pNumberOfBathrooms,pNumberOfBedrooms,pCertificateType,pFurnitureStatus,description,_createdAt
416,"1122/8/7 Đường Quang Trung, 8, Gò Vấp, Hồ Chí Minh","1122/8/7 Đường Quang Trung, Phường 8, Gò Vấp, Thành phố Hồ Chí Minh",9000000000,sale,other,3.48,12.52,249.5,66.8,5,6,5,certificate,furnished,"Nhà bán tại địa chỉ 1122/8/7 đường Quang Trung, Phường 8, Quận Gò Vấp, Diện tích 66,8m2, đã có sổ hồng, nở hậu 5.44m Kết cấu gồm 5 phòng ngủ, 6 vệ sinh, nội thất đầy đủ. Khu đồng bộ, dân trí cao,đông đúc. Tiện ích: Bao quanh là mọi tiện ích như: Trường học cấp 1, 2, 3, siêu thị Co-op Mart, Lotte Mart, chợ Hạnh Thông Tây, nhà thờ Hạnh Thông Tây, công viên Làng Hoa, 3 phút tới siêu dự án City Land Phan Văn Trị, qua sân bay 15 phút sát bên Tân Bình, quận 12 đ Giá bán: 9 tỷ. TL",2025-10-07T02:44:59.416Z
417,"94/1 Ấp Mỹ Hòa 1, Trung Chánh, Hóc Môn, Hồ Chí Minh","94/1 Ấp Mỹ Hòa 1, Trung Chánh, Hóc Môn, Thành phố Hồ Chí Minh",2600000000,sale,alley_house,3.98,9.81,0,32.3,2,1,2,certificate,partially_furnished,"Chính chủ cần bán nhà trong hẻm 94/1 Ấp Mỹ Hòa 1, Xã Trung Chánh, H.Hóc Môn, TP.HCM – Diện tích: 32.3m2 (3.98m x 9.81m) – Kết cấu: 1 trệt 1 gác lửng – Hẻm 2m8 (Hẻm mới được làm mới, cống có sẵn), cách đường Tân Xuân - Trung Chánh 2: 100m – Xem nhà ngoài giờ hành chính, cuối tuần – Giá bán: 2,6 tỷ (có thương lượng)",2025-10-07T02:42:05.310Z
418,"2581/53/5/33 Huỳnh Tấn Phát, Phú Xuân, Nhà Bè, Hồ Chí Minh","2581/53/5/33 Huỳnh Tấn Phát, Phú Xuân, Nhà Bè, Thành phố Hồ Chí Minh",9500000000,sale,villa,5,16,204.6,80,4,5,4,certificate,other,"Bán nhà 2581/53/5/33 Huỳnh Tấn Phát, Xã Phú Xuân, H.Nhà Bè, TP.Hồ Chí Minh - Vị trí: rẽ vào hẻm 2487 tới cổng bảo vệ rẽ luôn tay phải đến N6-16 Diện tích: 5m x 16m Kết cấu: 1 trệt, 2 lầu, sân thượng rộng rãi Công năng: 4 phòng ngủ, 5 nhà vệ sinh, thiết kế hiện đại, tiện nghi Pháp lý: Sổ hồng đầy đủ, sang tên nhanh chóng Giá bán: 9.5 tỷ chốt",2025-10-07T02:41:56.862Z
419,"299/32B Lê Quang Sung, 6, 6, Hồ Chí Minh","299/32B Lê Quang Sung, Phường 6, Quận 6, Thành phố Hồ Chí Minh",12500000000,sale,other,3.8,25.1,113.6,110.5,2,2,3,certificate,other,"Bán nhà tại 299/32B Lê Quang Sung, P.6, Q.6, TP.HCM Diện tích đất: 110,5m² Kết cấu: 1 trệt, 1 lầu kiên cố Diện tích sử dụng: 113,6m² Pháp lý: Sổ hồng riêng, hoàn công đầy đủ Hẻm rộng rãi, xe hơi ra vào thoải mái Giá: 12,5 tỷ đồng TL",2025-10-07T02:27:30.637Z
420,"318/19/70 Thống Nhất, 16, Gò Vấp, Hồ Chí Minh","318/19/70 Thống Nhất, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh",5900000000,sale,other,4.14,11.95,118.3,41.9,3,3,4,certificate,furnished,"Bán nhà hẻm xe máy tại 318/19/70 đường Thống Nhất, Phường 16, Quận Gò Vấp, Diện tích 41.9m2, nhà đã có sổ hồng Gồm 4 phòng ngủ, 3 vệ sinh Nội thất đầy đủ, dọn vào ở ngay - Vị trí gần UBND P16 Giá bán: 5.9 tỷ TL",2025-10-07T02:23:22.753Z
421,"27/4A Khu Phố 4, Tân Thới Hiệp, 12, Hồ Chí Minh","27/4A Khu Phố 4, Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh",37000000000,sale,other,6.1,62.79,0,534.2,0,0,0,certificate,other,"Bán đất Mặt tiền trương thị hoa Q12, gần Ủy Ban Q12, cạnh siêu thị Mega, vị trí đẹp KD sầm uất.. cách QL 1A 200m diện tích 540m2 full thổ cư 100%% Giá chưa tới 70 tr m2 Hướng TN tiện nhà xưởng , văn phòng, hotel, CHDV.... Giá 37 tỷ TL",2025-10-06T11:16:01.342Z
422,"220/94 Nguyễn Văn Khối, 9, Gò Vấp, Hồ Chí Minh","220/94 Nguyễn Văn Khối, Phường 9, Gò Vấp, Thành phố Hồ Chí Minh",17000000000,sale,other,4,19.37,218,70.2,5,5,4,certificate,other,"SIÊU PHẨM GÓC 2 MẶT TIỀN VI TRÍ ĐẸP - 220/94 Nguyễn văn khôi p9 Gò vấp - kd Buôn bán mở cty mọi ngành nghề Xây dựng: 1 trệt, 1 lửng, 3 lầu. Công năng gồm: gara xe hơi, PK, bếp, 4 phòng ngủ, 5 toilet, phòng thờ, khu giặt sân phơi, sân thượng trước sau xe hơi đậu 10 chiếc . Sổ hồng riêng cầm tay hoàn công đầy đủ Giá 17tỷ Thương lượng.",2025-10-06T11:02:25.593Z
423,"158 đường số 59, 14, Gò Vấp, Hồ Chí Minh","158 đường số 59, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh",13980000000,sale,other,4,14.9,229.2,55.2,5,5,3,certificate,other,"Vị trí: 158 Đường Số 59, P.14, Gò Vấp Chỉ có 13 tỷ 980 thương lượng Kết Cấu : trệt, 4 lầu, Gồm gara xe hơi, phòng khách, bếp, 3 phòng ngủ, 5wc, phòng karaoke, phòng xông hơi, khu thờ, sân thượng trước sau! Tặng nội thất cao cấp, có thang máy Đặc biệt nhà sài điện thông mình bằng giọng nói tất cả trong căn nhà Hướng Tây khu vực kinh doanh sầm uất, rất gần chợ, nhiều tiện ích xung",2025-10-06T10:53:38.164Z
424,"49/23/8 Đường số 51, 14, Gò Vấp, Hồ Chí Minh","49/23/8 Đường số 51, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh",40.999.999.999.999.900,sale,other,4.03,9.1,65.2,40.5,2,2,2,certificate,other,"cần bán nhà tại địa chỉ 49/23/8 đường số 51 P14 GV nhà nở hậu Giá: 4ty1 khu vực yên tĩnh, gần trường học, xung quanh có đầy đủ tiện ích",2025-10-06T10:32:11.681Z
425,"385/60 Đường Lê Văn Thọ, 8, Gò Vấp, Hồ Chí Minh","385/60 Đường Lê Văn Thọ, Phường 8, Gò Vấp, Thành phố Hồ Chí Minh",11900000000,sale,other,4,12.95,234.8,51.8,5,6,4,certificate,other,"LÊN SÓNG SIÊU PHẨM ĐƯỜNG THÔNG 1 TRỤC 6M VỪA Ở VỪA KINH DOANH ĐƯỜNG LÊ VĂN THỌ P9,Q GÒ VẤP Vị trí: 385/60 Lê Văn Thọ, P9, Gò Vấp Kết cấu:1 trệt 1 lửng 3 lầu. Công năng gồm: P.khách, bếp, 4 PN, 6 toilet, P.thờ, sân thượng trước sau. Tặng nội thất như hình Đường xe tải 6m thông 1 trục. Tiện KD buôn bán, làm VP Cty. Hướng Nam Sổ hồng riêng, hoàn công đầy đủ Giá: 11 tỷ 900tr còn Thương lượng",2025-10-06T10:20:41.017Z
426,"63/430A Đường Quang Trung, 12, Gò Vấp, Hồ Chí Minh","63/430A Đường Quang Trung, Phường 12, Gò Vấp, Thành phố Hồ Chí Minh",8600000000,sale,other,8.45,6.95,0,56.7,4,5,4,certificate,other,"Tọa lạc tại : 79/83/20 Bùi Quang Là - P.12-GV - HCM / địa chỉ cũ 63/430A Quang Trung P12. GV DT: 8.45m x 6.95m Xây dựng: 1 trệt 3 lầu. Thiết kế xuất sắc gồm có, sân vườn 25m2 xe hơi ngủ trong nhà. Phòng khách, Phòng bếp siêu rộng, 4 Phòng ngủ, 5 toilet riêng biễt, sân thượng rộng thoáng mênh mông. Vị trí đẹp, đường xe hơi tới nhà. Gần trường Tân Sơn, chợ Phạm Văn Bạch, xung quanh tiện ích đầy đủ,... Hướng Tây",2025-10-06T10:02:30.212Z
427,"600/45 Lê Quang Định, 1, Gò Vấp, Hồ Chí Minh","600/45 Lê Quang Định, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh",5960000000,sale,other,3.56,11,57.1,39.8,2,2,3,certificate,other,"Bán căn nhà hẻm xe hơi thông Địa chỉ : 600/45 Đuờng Lê Quang Định phừơng 1 Quận Gò vấp ngay phạm văn đồng sát bên Bình Thạnh Nhà kết cấu: 1 trệt 1 lầu có 3 pn 2 wc ,nhà mới 100% full nội thất máy lạnh,tủ lạnh ,giường tủ.... tặng hết cho khách mua . giá bán: 6 tỷ 150 triệu giảm còn 5ty960tr",2025-10-06T09:42:00.822Z
428,"182/2M Đường Ấp Đông 1, Thới Tam Thôn, Hóc Môn, Hồ Chí Minh","182/2M Đường Ấp Đông 1, Thới Tam Thôn, Hóc Môn, Thành phố Hồ Chí Minh",3700000000,sale,other,4.94,16.14,88.6,81.3,2,2,3,certificate,other,"Bán nhà tại 182/2M Đường Ấp Đông 1, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM Diện tích: 81.3m2 Nhà 1 trệt 1 lững, có 3 phòng ngủ Cách 100m ra Nguyễn Ảnh Thủ, hẽm 2,5m cụt 200m ra hiệp thành city, ủy ban,bệnh viện,siêu thị bán kính 500m có đủ câc tiện ich Nhà mới vào ở ngay và lun Giá 3,7ty TL",2025-10-06T09:33:18.435Z
429,"2/7/3 Đường số 5, Bình Hưng Hòa, Bình Tân, Hồ Chí Minh","2/7/3 Đường số 5, Bình Hưng Hòa, Bình Tân, Thành phố Hồ Chí Minh",1800000000,sale,other,2.14,5.1,20.7,11.1,3,2,2,certificate,other,"cần bán nhà ở địa chi 2/7/3 đường số 5 Phường bình hưng hòa, TPHCM nhà 1 trệt 2 lầu, sổ đẹp full nội thất, có 2pn 2wc giá bán 1ty8",2025-10-06T09:21:06.791Z
430,"212/212/24 Nguyễn Văn Nguyễn, Tân Định, 1, Hồ Chí Minh","212/212/24 Nguyễn Văn Nguyễn, Tân Định, Quận 1, Thành phố Hồ Chí Minh",7100000000,sale,alley_house,3.1,9.1,92.95,27.8,4,3,5,certificate,other,"Bán nhà tại 212/212/24 Nguyễn Văn Nguyễn, P.Tân Định, Q.1, TP.HCM – Diện tích: 27,8m2 – Kết cấu: 1 trệt, 2 lầu + MCT – Giá bán: 7.100.000.000 VNĐ (Bảy tỷ một trăm triệu, có thương lượng)",2025-10-06T09:19:15.534Z
431,"15/6A đường số 10, Bình An, 2, Hồ Chí Minh","15/6A đường số 10, Bình An, Quận 2, Thành phố Hồ Chí Minh",3500000000,sale,alley_house,4.1,9.83,0,24.9,2,2,2,certificate,partially_furnished,"Nhà riêng cần bán tại địa chỉ 15/6A đường số 10, Phường Bình An, Quận 2, TP. Hồ Chí Minh. Diện tích: 24.9m2 (Đất ở: 20.5m2; dất trồng cây lâu năm: 4.4m2) Nhà nằm trong hẻm, phù hợp cho gia đình nhỏ hoặc đầu tư cho thuê. Vị Trí: kết nối các đường lớn nhanh như Trần Não, Xa Lộ Hà Nội, ... Tiện ích: Gần Metro Thảo Điền; Vincom Thảo Điền, Siêu thị Mega Market Giá bán: 3,5 tỷ TL",2025-10-06T09:08:18.966Z
432,"120/86/30 Thích Quảng Đức, 5, Phú Nhuận, Hồ Chí Minh","120/86/30 Thích Quảng Đức, Phường 5, Phú Nhuận, Thành phố Hồ Chí Minh",9500000000,sale,alley_house,8.7,5.15,150.6,45.6,4,4,5,certificate,other,"Bán nhà tại 120/86/30 Thích Quảng Đức, P.5, Q.Phú Nhuận, TP.HCM Diện tích 45.6m2 Kết cấu: Trệt + 2 lầu + MCCT Mặt tiền ngang, nội thất đã hoàn thiện, không gian thoáng mát và tràn ngập ánh sáng tự nhiên. Vị trí gần trung tâm Quận 1, trong bán kính 1km có đầy đủ tiện ích. Dễ dàng di chuyển đến sân bay, nhà hàng và các khu vực lân cận. Khu vực yên tĩnh, an ninh tốt, có sân để xe máy an toàn. Giá bán: 9.5 tỷ TL",2025-10-06T08:59:52.668Z
433,"24/17 Đường Liên Khu 8-9, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh","24/17 Đường Liên Khu 8-9, Bình Hưng Hoà A, Bình Tân, Thành phố Hồ Chí Minh",4600000000,sale,other,3.99,11.15,72.4,44.5,2,2,2,certificate,other,"cần bán nhà số : 24/17 LK8/9 P.BHH, TPHCM. nhà 1 lầu mới đẹp vào ở ngay, có 2PN, 2WC Giá 4.6tỷ bớt lộc. Hỗ trợ bank",2025-10-06T08:58:01.277Z
434,"198/10E Hồ Học Lãm, An Lạc, Bình Tân, Hồ Chí Minh","198/10E Hồ Học Lãm, An Lạc, Bình Tân, Thành phố Hồ Chí Minh",3700000000,sale,alley_house,3,14.7,0,36.3,2,1,2,certificate,partially_furnished,"Bán nhà 198/10E đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, diện tích 36,3m2 Nhà hiện trạng thực tế 2 tầng, gồm 2 phòng ngủ Đã có sổ hồng, Hẻm 2.5 m, xe hơi không vào được Khu vực yên tĩnh, an ninh tốt, hẻm rộng, đường lớn bên ngoài Nhà đầy đủ tiện nghi, thuận tiện di chuyển đến Quận 1 qua đường Võ Văn Kiệt chỉ 20 phút đi xe máy Gần trường học, siêu thị, bệnh viện Triều An, bến xe Miền Tây Giá bán: 3,7 tỷ",2025-10-06T08:55:23.660Z
435,"489A/23/179 Huỳnh Văn Bánh, 13, Phú Nhuận, Hồ Chí Minh","489A/23/179 Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Thành phố Hồ Chí Minh",15400000000,sale,other,4.5,19,310.9,85.4,5,11,9,certificate,other,"Bán nhà tại 489A/23/179 Huỳnh Văn Bánh, P.13, Q.Phú Nhuận, TP.HCM - Diện tích: 4,5 x 19m (85.4m2) - Kết cấu: 1 trệt,1 lửng, 2 lầu + sân thượng - Gồm 9 phòng, 11 WC, có lối đi riêng và chỗ để xe - Vị trí trung tâm, thuận tiện di chuyển đến Quận 1, Quận 3, Quận 10, chỉ 5 phút ra sân bay Tân Sơn Nhất - Hẻm rộng, 2 xe hơi tránh nhau, Trường Sa vào thẳng một trục - Pháp lý đầy đủ, sổ hồng riêng Giá bán: 15.4 tỷ TL",2025-10-06T08:55:09.499Z
436,"757/10/13 Nguyễn Ảnh Thủ, Khu Phố 10, Tân Chánh Hiệp, 12, Hồ Chí Minh","757/10/13 Nguyễn Ảnh Thủ, Khu Phố 10, Tân Chánh Hiệp, 12, Hồ Chí Minh",6400000000,sale,other,4,20.5,224.8,63.8,4,6,5,certificate,other,"Bán nhà 757/10/13 Nguyễn Ảnh Thủ, Khu Phố 10, P.Tân Chánh Hiệp, Q.12, TP.Hồ Chí Minh - Diện tích: 63,8 m² - Đường trước nhà rộng, ô tô ra vào thuận tiện - Kết cấu: 4 tầng , sân thượng trước sau - Giá bán: 6.400.000.000 VNĐ (Sáu tỷ sáu trăm hai mươi triệu, bớt lộc)",2025-10-06T08:51:21.460Z
437,"579/25/3 Đường Phạm Văn Chiêu, 15, Gò Vấp, Hồ Chí Minh","579/25/3 Đường Phạm Văn Chiêu, Phường 15, Gò Vấp, Thành phố Hồ Chí Minh",5490000000,sale,other,4,9.15,100.8,30.4,3,3,4,certificate,other,Chủ giảm hơn 200tr giá còn 5ty490tr TL mạnh. NHỈNH 5 ĐỒNG CÓ NGAY CĂN NHÀ ĐẸP PHẠM VĂN CHIÊU GÒ VẤP 3 LẦU BTCT 100% NHÀ 4 PHÒNG NGỦ - Vị Trí : 579/25/3 PHẠM VĂN CHIÊU - P AN HỘI ĐÔNG - (P13 GÒ VẤP)- HCM - Kết cấu nhà : 1 trệt 2 lầu bê tông cốt thép gồm phòng khách - bếp - 4 pn - 3 wc - ban công thoáng mát - Đường : Hẻm xe hơi thông. - Pháp lý : Sổ hồng riêng.,2025-10-06T08:49:45.691Z
438,"188/29/16 Tân Kỳ Tân Quý, Sơn Kỳ, Tân Phú, Hồ Chí Minh","188/29/16 Tân Kỳ Tân Quý, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",6600000000,sale,other,4,14.3,195.48,56.9,4,5,5,certificate,other,"bán nhà tại địa chỉ 188/29/16 Tân Kỳ Tân Quý,Tân Phú . Phù hợp khách mua ở kết hợp cho thuê 4 lầu , thuê 15tr/tháng ,hẻm xe hơi giá hấp dẫn 6.6 tỷ ( còn thương lượng) Bán nhà hẻm xe hơi đường Tân Kỳ Tân Quý Phường Sơn Kỳ Quận Tân Phú (đoạn gần Ngã Tư Trường Chinh- Tân Kỳ Tân Quý ) Diện tích : 57m2 (4x14.5) ,5PN+6WC ( gồm Trệt + 2 lầu + Sân thượng đúc BTCT kiên cố) Nhà cao, thoáng , xây đủ lộ giới , bố trí hợp lý,",2025-10-06T08:49:43.953Z
439,"176/11 Nguyễn Thượng Hiền, 4, 3, Hồ Chí Minh","176/11 Nguyễn Thượng Hiền, Phường 4, Quận 3, Thành phố Hồ Chí Minh",4500000000,sale,other,2.94,10.51,54.5,21.7,3,3,3,certificate,partially_furnished,"Nhà bán hẻm 176/11 Nguyễn Thượng Hiền, Phường 4, Quận 3 Diện tích: 21.7m2 (2.94 x 10.51m) Kết cấu: 1 trệt 2 lầu Vị trí : trung tâm thành phố, đầy đủ tiện ích, gần trường học, bệnh viện, chợ, siêu thị Kết nối các quận trung tâm quận 1, 5, 10,.. rất gần Phù hợp để ở hoặc đầu tư. Giá chỉ 4,5 tỷ TL",2025-10-06T08:49:10.893Z
440,"126/3 Trường Trinh, Tân Thới Nhất, 12, Hồ Chí Minh","126/3 Trường Trinh, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",5200000000,sale,alley_house,4,21.3,0,84.3,2,2,3,certificate,other,"Chính chủ cần bán nhà trong hẻ – Diện tích: 80m2 – Hiện trạng: 2 tầng (chưa hoàn công) – Nhà gồm: 3 phòng ngủ, 2 vệ sinh – Đường trước nhà rộng, xe ba gác ra vào thuận tiện – Giá bán: 5.200.000.000 VNĐ (Năm tỷ hai trăm triệu, có thương lượng)",2025-10-06T08:39:13.860Z
441,"62/7/45 Nguyễn Đình Chính, 15, Phú Nhuận, Hồ Chí Minh","62/7/45 Nguyễn Đình Chính, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh",5500000000,sale,alley_house,2.9,13.58,55.6,37.5,2,2,1,certificate,other,"Bán nhà riêng trong hẻm tại địa chỉ 62/7/45 Nguyễn Đình Chính, Phường 15, Quận Phú Nhuận, TP. Hồ Chí Minh. Diện tích 38m2 Kết cấu trệt + lửng giá bán 5,5 tỷ Tl",2025-10-06T08:33:10.101Z
442,"33/64 Hồng Bàng, 6, 6, Hồ Chí Minh","33/64 Hồng Bàng, Phường 6, Quận 6, Thành phố Hồ Chí Minh",15500000000,sale,alley_house,4.05,17.58,190,71.1,4,2,6,certificate,partially_furnished,"Chính chủ cần bán nhà hẻm xe tải 33/64 Hồng Bàng, P6, Quận 6 Diện tích: 71.1m2 (4.05m x 17.58m) DTSD: 190m², gòm: 1 trệt, 1 lửng, 2 lầu, 2 sân thượng, 6PN, 2WC, giếng trời thoáng mát Nhà rộng, thoáng mát, căn góc 2 mặt tiền, phía sau nhà có đường thoát hiểm, để xe hơi thoải mái. Nhà nhiều phòng có thể kết hợp vừa ở vừa cho thuê. Vị trí thuận tiện, giáp quận 5, quận 11; gần trường Chi Lăng, Võ Văn Tần, Nguyễn Đức Cảnh, Nguyễn Đức Cảnh, chợ Minh Phụng,... Giá bán: 15,5 tỷ TL",2025-10-06T08:29:00.189Z
443,"467/10 Đường Lê Đức Thọ, 16, Gò Vấp, Hồ Chí Minh","467/10 Đường Lê Đức Thọ, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh",16800000000,sale,other,5,21,329.9,103.2,5,8,6,certificate,other,"CHỦ GIẢM 300TR GIÁ CẬP NHẬT MỚI 16.8 TY MẶT TIỀN KINH DOANH ĐƯỜNG SỐ 10 - 5 TẦNG - 5X21 VUÔNG CHUẨN - 6PN - 8WC - CÓ SẲN HỐ PÍT THANG MÁY 467/10 Đường Lê Đức Thọ ( Số Cũ 109 ĐS 10 ) Phường 16, Quận Gò Vấp - Nhà mới 5 tầng BTCT Chủ xây chắc chắn, có 6Pn, 8wc, sân thượng trước sau, sân xe ... Có sẳn hố pít để lắp thang máy ... Đặc biệt có 1 Pn dưới trệt cho người lớn tuổi . - Hệ thống đèn, điện, cảm nhiệt thông minh, điều khiển tắt mở từ xa, Nội thất cao cấp . - Phù hợp : Ở » Kinh Doanh » Cho Thuê",2025-10-06T08:26:40.431Z
444,"24 Đường Nguyễn Văn Lượng, 6, Gò Vấp, Hồ Chí Minh","24 Đường Nguyễn Văn Lượng, Phường 6, Gò Vấp, Thành phố Hồ Chí Minh",14300000000,sale,other,4.2,11,114.8,46.2,4,3,3,certificate,other,"bán nhà mặt tiền 24 Nguyễn Văn Lượng Gò Vấp, 4 Tầng, ngay Ngã tư, 46.2m², Giá bán: 14.9tỷ giảm mạnh 600tr còn 14ty3 - Kết cấu: 4 Tầng, Trệt 2 lầu, 2 sân thượng trước sau - Đường 25m kinh doanh đa nghề sầm uất - Tiện ích xung quanh: Siêu thị, trường học các cấp, chợ - Vị trí: kinh doanh cực đỉnh, ngay ngã 4 Nguyễn Văn Lượng Lê Đức Thọ, gân Emart - Phù hợp: kinh doanh, cho thuê - Nhà đang cho thuê kinh doanh - Số: Pháp lý chuẩn, công chứng nhanh",2025-10-06T08:19:31.507Z
445,"380/16/18 Nguyễn Văn Khối, 9, Gò Vấp, Hồ Chí Minh","380/16/18 Nguyễn Văn Khối, Phường 9, Gò Vấp, Thành phố Hồ Chí Minh",4900000000,sale,other,5.17,17.29,62.2,67,1,1,1,certificate,partially_furnished,"Nhà mới bán tại 380/16/18 đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, diện tích 67m2, giá 4,9 tỷ - Kích thước: 5,17 x 17.29m – tổng diện tích 67m2, nhà mới dọn vào ở ngay - Hẻm xe tải rộng 3m, trước nhà rộng 3,27m - Cách mặt tiền Nguyễn Văn Khối chỉ 30m (gần khu vực Cây Trâm cũ), gần công viên Làng Hoa, khu dân cư trí thức cao - Giá bán: 4,9 tỷ TL",2025-10-06T08:15:26.814Z
446,"59/14 Lý Chiêu Hoàng, 10, 6, Hồ Chí Minh","59/14 Lý Chiêu Hoàng, Phường 10, Quận 6, Thành phố Hồ Chí Minh",10000000000,sale,land,4.96,24.44,109.3,155.8,1,2,3,certificate,other,"Bán nhà 59/14 Lý Chiêu Hoàng, Phường 10, Quận 6, TP.HCM - Kích thước: 4.96m x 24.44m - Diện tích đất tổng: 155.8m² - Bao gồm: 3 phòng ngủ 2 nhà vệ sinh",2025-10-06T07:37:26.648Z
447,"12 Đồng Nai, 2, Tân Bình, Hồ Chí Minh","12 Đồng Nai, Phường 2, Tân Bình, Thành phố Hồ Chí Minh",19500000000,sale,other,4.25,14.62,186.8,66,4,3,4,certificate,other,"Bán nhà 12 Đồng Nai, P.2, Q.Tân Bình, TP.Hồ Chí Minh - Diện tích: 66m2 - 4.25 x 14.62 - nở hậu 4.71 - Kết cấu: 3 tầng + sân thượng - Nhà 2 mặt tiền, gần chợ, gần trường học,... - Phù hợp mua kinh doanh, văn phòng, cho thuê,...",2025-10-06T07:30:17.490Z
